node_id,node_type,label,agora_id,casual_name,link_to_document,most_recent_activity,most_recent_activity_date,jurisdiction,parent_authority,description,document_id,segment_position,summary,non_operative,not_ai_related,source_column
segment:2125_5,Segment,Segment 5,,,,,,,,,2125,5,"Requires insurers to disclose algorithm sources and risk management frameworks, attesting to non-discriminatory practices.",false,false,
segment:2125_6,Segment,Segment 6,,,,,,,,,2125,6,Requires insurer algorithms to remediate discrimination; ensures confidentiality of proprietary information and permits aggregated data release.,false,false,
segment:2125_7,Segment,Segment 7,,,,,,,,,2125,7,Allows the Commissioner to investigate insurers' use of algorithms or models. Requires insurer cooperation.,false,false,
segment:2125_8,Segment,Segment 8,,,,,,,,,2125,8,"Exempts certain insurance from this section, except business owners' or commercial liability policies with low premiums.",false,false,
segment:2125_9,Segment,Segment 9,,,,,,,,,2125,9,Does not require or prohibit insurer testing unless it involves algorithms using external consumer data.,false,false,
segment:2125_10,Segment,Segment 10,,,,,,,,,2125,10,"Allows the commissioner to define rules for ""external consumer data"" used in insurance algorithms, targeting unfair discrimination.",false,false,
segment:2125_11,Segment,Segment 11,,,,,,,,,2125,11,Takes effect after 90 days unless a referendum petition is filed against it.,false,false,
segment:2127_1,Segment,Segment 1,,,,,,,,,2127,1,Requires employers using AI in video interviews to report demographic data to the Department for analysis.,false,false,
segment:2145_1,Segment,Segment 1,,,,,,,,,2145,1,"Amends Title 23 of General Laws by adding Chapter 97, ""The Consumer Protection in Eye Care Act.""",false,false,
segment:2145_2,Segment,Segment 2,,,,,,,,,2145,2,"Defines ""assessment mechanism"" to include AI devices for conducting eye assessments, either in person or remotely.",false,false,
segment:2145_3,Segment,Segment 3,,,,,,,,,2145,3,"Defines ""visual aid glasses"" as corrective devices excluding nonprescription eyewear and certain magnifying or filtering lenses.",false,false,
segment:2145_4,Segment,Segment 4,,,,,,,,,2145,4,Regulates eye assessment mechanisms to ensure prior in-person exams and disclose non-replacement of comprehensive examinations.,false,false,
segment:2145_5,Segment,Segment 5,,,,,,,,,2145,5,"Requires providers to verify age, identity, and recent in-person exam before issuing AI-based eye prescriptions.",false,false,
segment:2145_6,Segment,Segment 6,,,,,,,,,2145,6,Requires verification of an in-person eye exam before issuing AI prescriptions for contact lenses.,false,false,
segment:2145_7,Segment,Segment 7,,,,,,,,,2145,7,"Imposes a civil penalty up to $10,000 for violating health department AI regulations.",false,false,
segment:2145_8,Segment,Segment 8,,,,,,,,,2145,8,Requires the Department of Health to create rules and regulations for implementing this chapter's provisions.,false,false,
segment:2146_1,Segment,Segment 1,,,,,,,,,2146,1,Ignores the text as it lacks content related to artificial intelligence.,false,false,
segment:2146_2,Segment,Segment 2,,,,,,,,,2146,2,"Defines ""assessment mechanism"" as technology, including AI devices, for conducting eye assessments.",false,false,
segment:2146_3,Segment,Segment 3,,,,,,,,,2146,3,"Defines ""prescription"" for contact lenses and glasses, including required information per relevant federal regulations.",false,false,
segment:2146_4,Segment,Segment 4,,,,,,,,,2146,4,"Requires assessment mechanisms for eye prescriptions to include specific disclosures, patient interactions, and medical history collection.",false,false,
segment:2146_5,Segment,Segment 5,,,,,,,,,2146,5,Requires providers using AI for eye assessments to be licensed and comply with specified care standards.,false,false,
segment:2146_6,Segment,Segment 6,,,,,,,,,2146,6,Requires verification of in-person eye exam for initial contact lens prescription and follow-up renewals.,false,false,
segment:2146_7,Segment,Segment 7,,,,,,,,,2146,7,"Penalizes AI-related rule violations with up to $10,000 fine and entitles violators to administrative hearings.",false,false,
segment:2146_8,Segment,Segment 8,,,,,,,,,2146,8,Requires the Department of Health to adopt rules and regulations for implementing the chapter's provisions.,false,false,
segment:2151_1,Segment,Segment 1,,,,,,,,,2151,1,"References the White House's ""Blueprint for an AI Bill of Rights"" to guide automated system usage.",false,false,
segment:2151_2,Segment,Segment 2,,,,,,,,,2151,2,Commits the California Legislature to examining and implementing AI principles in state legislation and policies.,false,false,
segment:2159_1,Segment,Segment 1,,,,,,,,,2159,1,Urges the Joint Legislative Committee on Technology and Cybersecurity to study AI impact and report findings.,false,false,
segment:2159_2,Segment,Segment 2,,,,,,,,,2159,2,Urges the Joint Legislative Committee on Technology and Cybersecurity to study AI impacts and propose legislative recommendations.,false,false,
segment:2171_1,Segment,Segment 1,,,,,,,,,2171,1,"Defines AI and automated decision systems, emphasizing their impact on decision-making and the need for regulation.",false,false,
segment:2171_2,Segment,Segment 2,,,,,,,,,2171,2,"Requests the RI Department of Administration to report on algorithmic decision-making and automated decision systems by September 29, 2023.",false,false,
segment:2189_1,Segment,Segment 1,,,,,,,,,2189,1,Requests the Department of Health assess AI's benefits for language access in healthcare and report findings.,false,false,
segment:2198_1,Segment,Segment 1,,,,,,,,,2198,1,Requests the Joint Legislative Committee on Technology and Cybersecurity to study AI use and regulation recommendations.,false,false,
segment:2198_2,Segment,Segment 2,,,,,,,,,2198,2,Acknowledges the need for information before developing AI policies for governance and preventing its misuse.,false,false,
segment:2198_3,Segment,Segment 3,,,,,,,,,2198,3,Requests the Joint Legislative Committee on Technology and Cybersecurity to study and recommend AI regulation measures.,false,false,
segment:2210_1,Segment,Segment 1,,,,,,,,,2210,1,"Defines key terms including artificial intelligence, generative AI, deepfake, and state agency for regulatory purposes.",false,false,
segment:2210_2,Segment,Segment 2,,,,,,,,,2210,2,"Applies the chapter to state agency computer systems, excluding certain educational and personal-use consumer systems. Prohibits AI use in unlawful discrimination, surveillance without a warrant, and malicious deepfakes.",false,false,
segment:2210_3,Segment,Segment 3,,,,,,,,,2210,3,"Requires human review of irreversible AI decisions, disclosure of AI-generated material, and user AI interaction notification.",false,false,
segment:2210_4,Segment,Segment 4,,,,,,,,,2210,4,Requires state agencies to review and align AI use with ethical codes; mandates annual reporting to officials.,false,false,
segment:2210_5,Segment,Segment 5,,,,,,,,,2210,5,"Declares provisions severable so invalidity of one doesn't affect others; effective July 1, 2024.",false,false,
segment:2212_1,Segment,Segment 1,,,,,,,,,2212,1,Encourages the development of accountability and transparency standards for the responsible use of AI technology.,false,false,
segment:2212_2,Segment,Segment 2,,,,,,,,,2212,2,Urges platforms to voluntarily prevent and remove harmful deepfake and cheapfake media content.,false,false,
segment:2212_3,Segment,Segment 3,,,,,,,,,2212,3,Urges AI platforms to voluntarily commit to removing harmful deepfake and cheapfake content.,false,false,
segment:2212_4,Segment,Segment 4,,,,,,,,,2212,4,"Recommends policymakers collect deepfake libraries, build tracking systems, and use content provenance for AI credibility.",false,false,
segment:2239_1,Segment,Segment 1,,,,,,,,,2239,1,Creates a Select Committee on Artificial Intelligence to address AI issues in West Virginia.,false,false,
segment:2242_1,Segment,Segment 1,,,,,,,,,2242,1,Requires disclosure when a communication contains a deepfake about a candidate or political party.,false,false,
segment:2243_1,Segment,Segment 1,,,,,,,,,2243,1,Requires the Department of Administration to inventory and assess AI systems for consequential decisions every two years.,false,false,
segment:2244_1,Segment,Segment 1,,,,,,,,,2244,1,"Regulates facial recognition use, requires compliance with laws, specifies purpose, necessity, and protective measures.",false,false,
segment:2244_2,Segment,Segment 2,,,,,,,,,2244,2,"Requires personal information processors to inform individuals before processing facial data, unless exempted by law.",false,false,
segment:2244_3,Segment,Segment 3,,,,,,,,,2244,3,"Requires separate, informed consent for processing facial information; allows consent withdrawal; imposes rules for minors and data storage.",false,false,
segment:2244_4,Segment,Segment 4,,,,,,,,,2244,4,Requires personal information processors to assess and document the impact of processing facial recognition data.,false,false,
segment:2244_5,Segment,Segment 5,,,,,,,,,2244,5,Encourages using national databases to minimize facial information collection. Prohibits misleading use of facial recognition.,false,false,
segment:2244_6,Segment,Segment 6,,,,,,,,,2244,6,"Requires personal information processors to file with local cyberspace administration upon reaching 100,000 facial records.",false,false,
segment:2244_7,Segment,Segment 7,,,,,,,,,2244,7,Requires cyberspace administrations to improve mechanisms for information sharing on facial recognition technology use.,false,false,
segment:2244_8,Segment,Segment 8,,,,,,,,,2244,8,Defines terms related to the processing and technology of facial recognition and personal information.,false,false,
segment:2245_1,Segment,Segment 1,,,,,,,,,2245,1,"Allocates $2,960,000 for the Office of Privacy and Data Protection for oversight of IT projects.",false,false,
segment:2245_2,Segment,Segment 2,,,,,,,,,2245,2,Requires the consolidated technology services agency to optimize WASERV usage and assess customized service charges.,false,false,
segment:2245_3,Segment,Segment 3,,,,,,,,,2245,3,Requires agencies to provide detailed cost estimates for information technology expenditures in budget requests.,false,false,
segment:2245_4,Segment,Segment 4,,,,,,,,,2245,4,Requires health agencies to establish a coalition for strategic direction on IT projects with cross-organizational impact.,false,false,
segment:2245_5,Segment,Segment 5,,,,,,,,,2245,5,"Allocates $23,150,000 for Microsoft 365 licenses including advanced security for state agencies; requires annual reporting.",false,false,
segment:2245_6,Segment,Segment 6,,,,,,,,,2245,6,Requires agencies to ensure timely posting of project data and expenditures on the statewide IT dashboard.,false,false,
segment:2245_7,Segment,Segment 7,,,,,,,,,2245,7,Requires consolidated technology services to provide Apptio data and contract analysis to the department of enterprise services.,false,false,
segment:2245_8,Segment,Segment 8,,,,,,,,,2245,8,Requires the chief information officer to convene a workgroup to review and audit automated decision-making systems.,false,false,
segment:2245_9,Segment,Segment 9,,,,,,,,,2245,9,Develops recommendations for state law changes on automated decision systems used by public agencies.,false,false,
segment:2245_10,Segment,Segment 10,,,,,,,,,2245,10,Requires a work group to analyze impacts of AI systems on procurement and existing use in specified sectors.,false,false,
segment:2245_11,Segment,Segment 11,,,,,,,,,2245,11,Funds the Chief Information Officer to create a state geospatial data portal for natural hazards risk analysis.,false,false,
segment:2245_12,Segment,Segment 12,,,,,,,,,2245,12,"Allocates funds for implementing cybersecurity legislation related to state government, contingent on bill's enactment by June 30, 2021.",false,false,
segment:2247_1,Segment,Segment 1,,,,,,,,,2247,1,"Outlines acceptable use of generative AI to protect safety, privacy, and intellectual property in Kansas.",false,false,
segment:2247_2,Segment,Segment 2,,,,,,,,,2247,2,Defines the Executive Branch as affected by issues related to generative AI's productivity and risks.,false,false,
segment:2247_3,Segment,Segment 3,,,,,,,,,2247,3,"Defines generative AI as technology producing human-like text, images, or media via predictive algorithms and machine learning.",false,false,
segment:2247_4,Segment,Segment 4,,,,,,,,,2247,4,"Governs usage of generative AI by entities in Kansas for business, development, documentation, and decision-making.",false,false,
segment:2247_5,Segment,Segment 5,,,,,,,,,2247,5,Requires human review of generative AI outputs and prohibits verbatim or sole reliance use.,false,false,
segment:2247_6,Segment,Segment 6,,,,,,,,,2247,6,Requires heads of entities to establish compliance procedures with the policy's requirements.,false,false,
segment:2248_1,Segment,Segment 1,,,,,,,,,2248,1,Requires District agencies to align AI deployments with specified AI Values and establish advisory and taskforce groups.,false,false,
segment:2248_2,Segment,Segment 2,,,,,,,,,2248,2,"Requires agencies to ensure transparency, sustainability, privacy, and cybersecurity before deploying AI tools.",false,false,
segment:2248_3,Segment,Segment 3,,,,,,,,,2248,3,Establishes an Advisory Group to align District's AI Values with emerging technologies and advise the Mayor.,false,false,
segment:2248_4,Segment,Segment 4,,,,,,,,,2248,4,"Establishes an Advisory Group appointed by the Mayor, including experts in cybersecurity and government officials.",false,false,
segment:2248_5,Segment,Segment 5,,,,,,,,,2248,5,Requires the Advisory Group to hold public listening sessions on AI each fiscal year through 2026.,false,false,
segment:2248_6,Segment,Segment 6,,,,,,,,,2248,6,Requires the Office of the Chief Technology Officer to develop AI privacy and cybersecurity review processes by May 2024.,false,false,
segment:2248_7,Segment,Segment 7,,,,,,,,,2248,7,"Requires Department of Human Resources and Office of CTO to submit AI training materials by August 8, 2024.",false,false,
segment:2248_8,Segment,Segment 8,,,,,,,,,2248,8,Establishes an AI Taskforce to provide governance expertise and coordinate efforts to meet AI Strategic Benchmarks.,false,false,
segment:2248_9,Segment,Segment 9,,,,,,,,,2248,9,"Defines the AI Taskforce's composition, leadership, tenure, non-public status, support, and sunset date as December 31, 2026.",false,false,
segment:2248_10,Segment,Segment 10,,,,,,,,,2248,10,"Ignores parts unrelated to artificial intelligence, as this text discusses only the effective date of an order.",false,false,
segment:2249_1,Segment,Segment 1,,,,,,,,,2249,1,Requires Washington Executive Branch agencies to promote safe and ethical development of generative AI technologies.,false,false,
segment:2249_2,Segment,Segment 2,,,,,,,,,2249,2,"Requires Washington Technology Solutions to report on generative AI initiatives, feasibility, and pilot infrastructure by September 2024.",false,false,
segment:2249_3,Segment,Segment 3,,,,,,,,,2249,3,Requires WaTech and DES to issue guidelines and training plans for generative AI procurement and use.,false,false,
segment:2249_4,Segment,Segment 4,,,,,,,,,2249,4,Requires WaTech to develop guidelines for analyzing generative AI impacts on vulnerable communities by December 2024.,false,false,
segment:2249_5,Segment,Segment 5,,,,,,,,,2249,5,Requires the Office of Equity to develop an accountability framework for fair and equitable generative AI use.,false,false,
segment:2249_6,Segment,Segment 6,,,,,,,,,2249,6,Requires WaTech to produce guidance on risk assessments for deploying High-Risk Generative AI Systems by December 2024.,false,false,
segment:2249_7,Segment,Segment 7,,,,,,,,,2249,7,Requires Washington’s Workforce Board to create research partnerships to advance generative AI technology and education.,false,false,
segment:2249_8,Segment,Segment 8,,,,,,,,,2249,8,Implements directives consistent with current laws; notes federal law supremacy in case of inconsistencies.,false,false,
segment:2250_1,Segment,Segment 1,,,,,,,,,2250,1,"Ensures responsible, ethical, and transparent use of AI technology by the Virginia state government.",false,false,
segment:2250_2,Segment,Segment 2,,,,,,,,,2250,2,"Charges Virginia with responsibility to create AI trust, safety, and security-focused policies and standards.",false,false,
segment:2250_3,Segment,Segment 3,,,,,,,,,2250,3,Directs the Office of Regulatory Management to establish AI use standards and pilot areas for state government.,false,false,
segment:2250_4,Segment,Segment 4,,,,,,,,,2250,4,Directs the Office Regulatory Management to review laws and recommend standards for AI use in Virginia.,false,false,
segment:2250_5,Segment,Segment 5,,,,,,,,,2250,5,"Requires collaboration for AI guidelines in education, personalized tutoring uses, and AI workforce development efforts.",false,false,
segment:2250_6,Segment,Segment 6,,,,,,,,,2250,6,"Identifies AI opportunities, evaluates effects on government, and develops ethical guidelines for AI use.",false,false,
segment:2250_7,Segment,Segment 7,,,,,,,,,2250,7,"Requires the Office of Regulatory Management to develop and deliver AI economic development strategies by December 15, 2023.",false,false,
segment:2250_8,Segment,Segment 8,,,,,,,,,2250,8,Does not include information relevant to the governance of artificial intelligence.,false,false,
segment:2252_1,Segment,Segment 1,,,,,,,,,2252,1,No actionable content related to artificial intelligence governance in this excerpt.,false,false,
segment:2252_2,Segment,Segment 2,,,,,,,,,2252,2,"Requires the Commonwealth to ensure responsible, ethical generative AI use in operations and governance.",false,false,
segment:2252_3,Segment,Segment 3,,,,,,,,,2252,3,Creates the Generative AI Governing Board to establish standards for Generative AI's use by agencies.,false,false,
segment:2252_4,Segment,Segment 4,,,,,,,,,2252,4,"Requires Pennsylvania's OA to ensure Generative AI usage aligns with accuracy, adaptability, and employee empowerment values.",false,false,
segment:2252_5,Segment,Segment 5,,,,,,,,,2252,5,"Requires agencies to use AI equitably without discrimination, align its use with core missions, and evaluate innovations.",false,false,
segment:2252_6,Segment,Segment 6,,,,,,,,,2252,6,"Requires agencies to ensure Generative AI use respects privacy, transparency, and complies with applicable laws.",false,false,
segment:2252_7,Segment,Segment 7,,,,,,,,,2252,7,Requires the Generative AI Governing Board to recommend policies and processes for AI procurement and deployment.,false,false,
segment:2252_8,Segment,Segment 8,,,,,,,,,2252,8,"Composes the Board of twelve members, chaired by the Secretary of Administration, meeting monthly.",false,false,
segment:2252_9,Segment,Segment 9,,,,,,,,,2252,9,Requires OA to form a working group to update IT Policies and provide training on Generative AI.,false,false,
segment:2252_10,Segment,Segment 10,,,,,,,,,2252,10,Create no substantive or procedural rights or benefits related to artificial intelligence.,false,false,
segment:2257_1,Segment,Segment 1,,,,,,,,,2257,1,Establishes an AI Strategic Task Force to assess AI impacts and opportunities in Massachusetts.,false,false,
segment:2257_2,Segment,Segment 2,,,,,,,,,2257,2,Establishes the AI Strategic Task Force to study AI impact and advise the Governor.,false,false,
segment:2257_3,Segment,Segment 3,,,,,,,,,2257,3,"Advises the Governor on AI leadership, collaboration, investment, job creation, responsible use, and agency adoption in Massachusetts.",false,false,
segment:2257_4,Segment,Segment 4,,,,,,,,,2257,4,"Allows Secretaries to convene subcommittees on AI, chaired by Task Force members.",false,false,
segment:2257_5,Segment,Segment 5,,,,,,,,,2257,5,Requires the AI Strategic Task Force to report to the Governor with findings and recommendations.,false,false,
segment:2261_1,Segment,Segment 1,,,,,,,,,2261,1,,false,true,
segment:2261_2,Segment,Segment 2,,,,,,,,,2261,2,,false,true,
segment:2261_3,Segment,Segment 3,,,,,,,,,2261,3,,false,true,
segment:2261_4,Segment,Segment 4,,,,,,,,,2261,4,Instructs work units engaged in S&T activities in AI and other areas to form S&T ethics review committees to address ethical risks independently.,false,false,
segment:2261_5,Segment,Segment 5,,,,,,,,,2261,5,Commits the government to formulating S&T ethics norms and guidelines for AI and to strengthen legislative research on S&T ethics in AI and other areas.,false,false,
segment:2261_6,Segment,Segment 6,,,,,,,,,2261,6,,false,true,
segment:2261_7,Segment,Segment 7,,,,,,,,,2261,7,,false,true,
segment:2261_8,Segment,Segment 8,,,,,,,,,2261,8,,false,true,
segment:2262_1,Segment,Segment 1,,,,,,,,,2262,1,"Defines ""high technology manufacturing business"" as those with specified NAICS codes, relevant from January 1, 2022.",false,false,
segment:2262_2,Segment,Segment 2,,,,,,,,,2262,2,"Defines high technology manufacturing business to include AI-operated products, autonomous vehicles, drones, and robotics.",false,false,
segment:2262_3,Segment,Segment 3,,,,,,,,,2262,3,"Defines 'artificial intelligence' as systems performing tasks requiring human intelligence, including decision-making and perception.",false,false,
segment:2262_4,Segment,Segment 4,,,,,,,,,2262,4,"Defines ""drone"" as an unmanned aircraft controllable remotely or autonomously, using sensors or satellite systems.",false,false,
segment:2262_5,Segment,Segment 5,,,,,,,,,2262,5,"Defines a robot as a programmable machine with autonomy, data processing, and AI-derived intelligent behavior capabilities.",false,false,
segment:2262_6,Segment,Segment 6,,,,,,,,,2262,6,Allows eligible high technology manufacturing taxpayers a 20-year tax credit for investments creating at least 20 jobs.,false,false,
segment:2262_7,Segment,Segment 7,,,,,,,,,2262,7,"Defines ""new employee"" for §11-13Q-3 exclusions, including relatives or prior six-month employees.",false,false,
segment:2262_8,Segment,Segment 8,,,,,,,,,2262,8,Defines a job as attributable to a qualified investment based on location and compensation criteria.,false,false,
segment:2262_9,Segment,Segment 9,,,,,,,,,2262,9,"Adjusts high-tech manufacturing business's median compensation for inflation, affecting annual credit eligibility and recovery.",false,false,
segment:2262_10,Segment,Segment 10,,,,,,,,,2262,10,Authorizes the commissioner to prescribe rules and require notice for claiming tax credit.,false,false,
segment:2263_1,Segment,Segment 1,,,,,,,,,2263,1,"Requires ethics reviews for S&T research and activities involving human participants, animals, or posing ethical risks to life, health.",false,false,
segment:2263_2,Segment,Segment 2,,,,,,,,,2263,2,Requires institutions engaged in AI activities or research to establish S&T ethics committees for ethical reviews and oversight.,false,false,
segment:2263_3,Segment,Segment 3,,,,,,,,,2263,3,Outlines membership requirements for S&T ethics committees and requires committees to formulate charters and manage conflicts of interest transparently and compliantly.,false,false,
segment:2263_4,Segment,Segment 4,,,,,,,,,2263,4,Requires S&T ethics review committees to conduct risk assessments and review applications for S&T activities.,false,false,
segment:2263_5,Segment,Segment 5,,,,,,,,,2263,5,Requires S&T ethics committees to assess AI activities for data security and algorithm fairness and transparency.,false,false,
segment:2263_6,Segment,Segment 6,,,,,,,,,2263,6,"Requires S&T ethics committees to conduct and manage ethics reviews, including follow-up and appeals.",false,false,
segment:2263_7,Segment,Segment 7,,,,,,,,,2263,7,Outlines exceptions to be made for S&T ethics committees to apply simplified review procedures under defined low-risk circumstances.,false,false,
segment:2263_8,Segment,Segment 8,,,,,,,,,2263,8,Establishes a checklist system for S&T activities with potential risk and outlines the process for work units to submit a request for expert reconsideration.,false,false,
segment:2263_9,Segment,Segment 9,,,,,,,,,2263,9,"Requires expert reconsideration panel to issue approval or disapproval, with two-thirds approval from experts, and outlines the following steps for feedback and decisions.",false,false,
segment:2263_10,Segment,Segment 10,,,,,,,,,2263,10,Requires S&T ethics committees to establish emergency S&T ethics review processes with timely completion and oversight.,false,false,
segment:2263_11,Segment,Segment 11,,,,,,,,,2263,11,Requires MOST to guide S&T ethics oversight and construct a national S&T ethics management information platform.,false,false,
segment:2263_12,Segment,Segment 12,,,,,,,,,2263,12,"Requires agencies to penalize S&T activities violating ethical norms, including fraud, unauthorized research, or obstruction; delineates between civil and criminal liabilities.",false,false,
segment:2263_13,Segment,Segment 13,,,,,,,,,2263,13,Requires institutes to investigate S&T ethics violations; oversight departments supervise investigations of major cases.,false,false,
segment:2263_14,Segment,Segment 14,,,,,,,,,2263,14,"Defines relevant terms (including ""S&T ethical risk"") and allows local and industrial oversight departments to create and amend S&T ethics review rules.",false,false,
segment:2263_15,Segment,Segment 15,,,,,,,,,2263,15,Lists S&T activities for which ethics review reconsideration must be conducted.,false,false,
segment:2264_1,Segment,Segment 1,,,,,,,,,2264,1,Requires the State Department of Education to include AI in the K-12 computer science curriculum.,false,false,
segment:2265_1,Segment,Segment 1,,,,,,,,,2265,1,Requires the AI Task Force to submit reports to Senate and House Committees by specified deadlines.,false,false,
segment:2267_1,Segment,Segment 1,,,,,,,,,2267,1,,true,false,
segment:2267_2,Segment,Segment 2,,,,,,,,,2267,2,"Directs federal agencies to prioritize AI innovation by removing barriers, developing public strategies, reusing existing resources, and recruiting AI talent.",false,false,
segment:2267_3,Segment,Segment 3,,,,,,,,,2267,3,Requires agencies to appoint a Chief AI Officer who will advise the agency on AI strategy develop; directs agencies to implement AI risk mitigation strategies.,false,false,
segment:2267_4,Segment,Segment 4,,,,,,,,,2267,4,"Requires agencies to promote responsible AI adoption with safeguards for privacy, civil rights, and combating discrimination; outlines the applications of the memorandum, excluding national security systems, non-agency uses, and general AI research.",false,false,
segment:2267_5,Segment,Segment 5,,,,,,,,,2267,5,"Requires each CFO Act agency to develop and publish an AI Strategy within 180 days to remove barriers, scale AI use, and invest in infrastructure, data, talent, and governance.",false,false,
segment:2267_6,Segment,Segment 6,,,,,,,,,2267,6,"Encourages agencies to share AI assets and data government-wide, consistent with the OPEN Government Data Act to save resources.",false,false,
segment:2267_7,Segment,Segment 7,,,,,,,,,2267,7,"Instructs agencies to responsibly procure AI, maximize data rights, ensure performance improvement, and promote competition.",false,false,
segment:2267_8,Segment,Segment 8,,,,,,,,,2267,8,"Encourages agencies to recruit, train, and ensure accountability for AI-related roles and skills within their workforce.",false,false,
segment:2267_9,Segment,Segment 9,,,,,,,,,2267,9,"Requires each agency to appoint a Chief AI Officer, who will coordinate AI policy and implementation across federal and state agencies.",false,false,
segment:2267_10,Segment,Segment 10,,,,,,,,,2267,10,Requires each CFO Act agency to convene AI governance boards with specified roles and stakeholder representation from across the public and private sectors.,false,false,
segment:2267_11,Segment,Segment 11,,,,,,,,,2267,11,"Requires agencies to develop and publicly post AI policy plans within 180 days, updating them every two years; requires update to internal policies regarding IT infrastructure, data, cybersecurity, and privacy policies within 270 days.",false,false,
segment:2267_12,Segment,Segment 12,,,,,,,,,2267,12,"Requires agencies to develop generative AI policies and annually publish and update public AI use case inventories, excluding the Department of Defense and the Intelligence Community.",false,false,
segment:2267_13,Segment,Segment 13,,,,,,,,,2267,13,Establishes the Chief AI Officer Council to coordinate AI development and use across government agencies.,false,false,
segment:2267_14,Segment,Segment 14,,,,,,,,,2267,14,"Requires agencies to implement risk management practices for trustworthy, secure, and accountable AI use.",false,false,
segment:2267_15,Segment,Segment 15,,,,,,,,,2267,15,"Defines ""high-impact"" AI and requires agencies to implement risk management for non-compliant AI use cases.",false,false,
segment:2267_16,Segment,Segment 16,,,,,,,,,2267,16,Allows agency CAIOs to waive AI requirements based on risk assessment; must certify annually and track waivers.,false,false,
segment:2267_17,Segment,Segment 17,,,,,,,,,2267,17,Requires agencies to conduct pre-deployment testing and complete periodic AI impact assessments for high-impact AI use cases.,false,false,
segment:2267_18,Segment,Segment 18,,,,,,,,,2267,18,"Requires agencies to monitor AI impacts, train operators, ensure oversight, provide appeals, and incorporate user feedback.",false,false,
segment:2267_19,Segment,Segment 19,,,,,,,,,2267,19,Defines key terms such as AI and AI-enabling roles in the context of the document.,false,false,
segment:2267_20,Segment,Segment 20,,,,,,,,,2267,20,"Define key terms such as AI maturity, AI model, AI system, applied and basic research, custom-developed code, and customer experience.",false,false,
segment:2267_21,Segment,Segment 21,,,,,,,,,2267,21,"Defines High-Impact AI as systems affecting civil rights, public safety, health, critical infrastructure, or strategic assets as well as other key terms.",false,false,
segment:2267_22,Segment,Segment 22,,,,,,,,,2267,22,"Presumes AI as high-impact when used in safety-critical systems, healthcare, law enforcement, immigration, or government services.",false,false,
segment:2267_23,Segment,Segment 23,,,,,,,,,2267,23,"Defines AI risk as arising from efficacy, safety, fairness, and use, with potential exacerbating factors.",false,false,
segment:2267_24,Segment,Segment 24,,,,,,,,,2267,24,"Recommends agencies solicit public input on AI through testing, comments, feedback collections, and public meetings.",false,false,
segment:2268_1,Segment,Segment 1,,,,,,,,,2268,1,"Requires federal agencies to acquire safe, secure, and effective AI capabilities in a competitive, responsible manner to improve efficiency.",false,false,
segment:2268_2,Segment,Segment 2,,,,,,,,,2268,2,Directs OMB to ensure AI contracts align with guidance from the AI in Government Act of 2020.,false,false,
segment:2268_3,Segment,Segment 3,,,,,,,,,2268,3,"Defines AI systems, excluding common commercial products, subject to covered agencies' requirements and recommendations.",false,false,
segment:2268_4,Segment,Segment 4,,,,,,,,,2268,4,"Details which agency actions the Act does not govern, including National Security Systems.",false,false,
segment:2268_5,Segment,Segment 5,,,,,,,,,2268,5,"Requires agencies to Update acquisition policies within 270 days to strengthen AI performance oversight, require cross-functional review, ensure proper IP terms, and prioritize U.S.-developed AI products and services.",false,false,
segment:2268_6,Segment,Segment 6,,,,,,,,,2268,6,"Requires agencies to ensure privacy compliance in AI acquisition, involving privacy officials early in the process.",false,false,
segment:2268_7,Segment,Segment 7,,,,,,,,,2268,7,"Requires federal agencies to protect IP and government data in AI procurements by standardizing contract terms to prevent vendor lock-in, ensure long-term access, control data handling and reuse, and require transparency and performance tracking.",false,false,
segment:2268_8,Segment,Segment 8,,,,,,,,,2268,8,Requires GSA to develop a plan for AI procurement guides and establish a best practices repository for federal agencies within 200 days.,false,false,
segment:2268_9,Segment,Segment 9,,,,,,,,,2268,9,Requires federal agencies to outline potential risks and instances of high-impact AI use cases associated with the acquisition of AI systems to protect civil liberties.,false,false,
segment:2268_10,Segment,Segment 10,,,,,,,,,2268,10,"Requires agencies to conduct thorough AI market research, leveraging interagency platforms and exploring novel capabilities.",false,false,
segment:2268_11,Segment,Segment 11,,,,,,,,,2268,11,"Encourages agencies to use performance-based techniques for contracting AI systems and services, with defined performance metrics.",false,false,
segment:2268_12,Segment,Segment 12,,,,,,,,,2268,12,"Requires agencies must disclose potential high-impact uses, require vendor transparency to support impact assessments, include safeguards against vendor lock-in, and set clear IP and government data use terms.",false,false,
segment:2268_13,Segment,Segment 13,,,,,,,,,2268,13,Requires agencies to evaluate AI proposals and assess risks before implementing new AI systems as well as outlines key components of contracts.,false,false,
segment:2268_14,Segment,Segment 14,,,,,,,,,2268,14,Requires agency officials to authorize AI systems to operate before deployment and continuously monitor performance and efficiency.,false,false,
segment:2268_15,Segment,Segment 15,,,,,,,,,2268,15,Requires agencies to ensure data access and transfers when not extending AI service contracts.,false,false,
segment:2269_1,Segment,Segment 1,,,,,,,,,2269,1,Requires annual reporting on algorithmic tools used by New York City agencies impacting public rights and services.,false,false,
segment:2269_2,Segment,Segment 2,,,,,,,,,2269,2,Requires each agency to report detailed information on algorithmic tools used during the prior year.,false,false,
